index,Class,Subclass,Post_code,Post_NM,Main_YN,Division,ADDR,ADDR_Road
392,서울지방우정청,서울구로우체국,10003280,서울구로1동우체국,,6급,서울특별시 구로구 구로1동 685-220,서울특별시 구로구 구일로 62
393,서울지방우정청,서울구로우체국,10003250,서울가산동우체국,,6급,서울특별시 금천구 가산동 146-61,서울특별시 금천구 남부순환로 1288
394,서울지방우정청,서울구로우체국,10003270,서울고척동우체국,,6급,서울특별시 구로구 고척1동 174-23,서울특별시 구로구 중앙로 76
395,서울지방우정청,서울구로우체국,10003260,서울시흥1동우체국,,6급,서울특별시 금천구 시흥1동 852-55,서울특별시 금천구 독산로 123
396,서울지방우정청,서울구로우체국,10003440,서울신도림우체국,,6급,서울특별시 구로구 신도림동 338-2 신도림2차 푸르지오 2층 101-207호,서울특별시 구로구 경인로67길 23
397,서울지방우정청,서울구로우체국,10008570,서울금천우체국,,5급,서울특별시 금천구 독산4동 286-9 ,서울특별시 금천구 시흥대로 410
398,서울지방우정청,서울구로우체국,10003340,서울구로역전우편취급국,,취급국,서울특별시 구로구 구로1동 604-1,서울특별시 구로구 경인로 577
399,서울지방우정청,서울구로우체국,10003380,서울구로5동우편취급국,,취급국,서울특별시 구로구 구로5동 546-1,서울특별시 구로구 공원로 71
400,서울지방우정청,서울구로우체국,10003400,서울고척1동우편취급국,,취급국,서울특별시 구로구 고척1동 72-1,서울특별시 구로구 중앙로3길 53
401,서울지방우정청,서울구로우체국,10003300,서울고척2동우편취급국,,취급국,서울특별시 구로구 고척2동 256-3,서울특별시 구로구 경인로33길 96
402,서울지방우정청,서울구로우체국,10003430,서울가산디지털우체국,,6급,서울특별시 금천구 가산동 429-1,서울특별시 금천구 가산디지털2로 108
403,서울지방우정청,서울구로우체국,10003320,서울개봉2동우편취급국,,취급국,서울특별시 구로구 개봉2동 403-54,서울특별시 구로구 개봉로 59
404,서울지방우정청,서울구로우체국,10003310,서울시흥3동우편취급국,,취급국,서울특별시 금천구 시흥3동 983-8,서울특별시 금천구 시흥대로 77
405,서울지방우정청,서울구로우체국,10003370,서울오류역전우편취급국,,취급국,서울특별시 구로구 오류2동 135-2 ,서울특별시 구로구 경인로20길 13
406,서울지방우정청,서울구로우체국,10003330,서울궁동우편취급국,,취급국,서울특별시 구로구 궁동 202-6,서울특별시 구로구 부일로 951
407,서울지방우정청,서울구로우체국,10003420,성공회대학교우편취급국,,취급국,서울특별시 구로구 항동 1-1,서울특별시 구로구 연동로 320
408,서울지방우정청,동서울우편집중국,10006070,동서울우편집중국,,4급,서울특별시 광진구 자양2동 680-65,서울특별시 광진구 자양로 76
409,서울지방우정청,국제우편물류센터,10005920,국제우편물류센터,,4급,인천광역시 중구 운서동 2842-16번지 화물터미널 A동,인천광역시 중구 공항동로193번길 40-32
410,경인지방우정청,인천우체국,40001840,인천우체국,총괄국,4급,인천광역시 연수구 연수3동 581-1,인천광역시 연수구 함박뫼로 226
411,경인지방우정청,인천우체국,40002120,인천중동우체국,,5급,인천광역시 중구 항동6가 1 [ 2019.5.27.~ 임차국사(인천광역시 중구 신흥동3가 7-241)] ,인천광역시 중구 제물량로 183
412,경인지방우정청,인천우체국,40013620,인천운남동우체국,,5급,인천광역시 중구 운남동 1699-6,인천광역시 중구 쪽빛하늘로 21
413,경인지방우정청,인천우체국,40002110,인천운서동우체국,,6급,인천광역시 중구 운서동 2792-4,인천광역시 중구 흰바위로27번길 6
414,경인지방우정청,인천우체국,40001860,덕적우체국,,6급,인천광역시 옹진군 덕적면 진리 393-2,인천광역시 옹진군 덕적면 덕적북로133번길 40
415,경인지방우정청,인천우체국,40001890,인천만석동우체국,,6급,인천광역시 동구 만석동 48-4,인천광역시 동구 제물량로 341
416,경인지방우정청,인천우체국,40001930,인천송림동우체국,,6급,인천광역시 동구 송림6동 60-3,인천광역시 동구 동산로 90
417,경인지방우정청,인천우체국,40001940,인천항동우체국,,6급,인천광역시 중구 항동7가 87-7,인천광역시 중구 연안부두로 67
418,경인지방우정청,인천우체국,40001950,인천화평동우체국,,6급,인천광역시 동구 화평동 430,인천광역시 동구 송화로 10
419,경인지방우정청,인천우체국,40001960,인천연수동우체국,,6급,인천광역시 연수구 연수1동 534-1,인천광역시 연수구 비류대로 436
420,경인지방우정청,인천우체국,40001980,인천옥련동우체국,,6급,인천광역시 연수구 옥련동 238-5,인천광역시 연수구 한진로38번길 9
421,경인지방우정청,인천우체국,40001910,북도우체국,,별정국,인천광역시 옹진군 북도면 시도리 291,인천광역시 옹진군 북도면 시도로 97
422,경인지방우정청,인천우체국,40001880,영종우체국,,별정국,인천광역시 중구 운남동 1560-4,인천광역시 중구 운남로128번길 7
423,경인지방우정청,인천우체국,40001900,영흥우체국,,별정국,인천광역시 옹진군 영흥면 내리 238-52,인천광역시 옹진군 영흥면 영흥로 410
424,경인지방우정청,인천우체국,40001870,연평우체국,,7급,인천광역시 옹진군 연평면 연평리 482-12,인천광역시 옹진군 연평면 연평로137번길 13
425,경인지방우정청,인천우체국,40001970,인천공항우체국,,6급,인천광역시 중구 운서동 2851 여객터미널 2층,"인천광역시 중구 공항로 272, 2층"
426,경인지방우정청,인천우체국,40002130,인천송도동우체국,,6급,인천광역시 연수구 송도동 3-32,인천광역시 연수구 하모니로35번길 2
427,경인지방우정청,인천우체국,40002150,인천송도G-타워우체국,,6급,인천광역시 연수구 송도2동 24-2,인천광역시 연수구 아트센터대로 175
428,경인지방우정청,인천우체국,,인천해상교환우체국,,6급,인천광역시 중구 항동7가 27-8 (KCTC인천물류센터),인천광역시 중구 축항대로165번길 15
429,경인지방우정청,인천우체국,40002000,인천유통센터우편취급국,,취급국,인천광역시 동구 송림동 294 인천산업용품유통2단지 12동 227-1호 ,인천광역시 동구 방축로83번길 23
430,경인지방우정청,인천우체국,40002140,인천대학교우편취급국,,취급국,인천광역시 연수구 송도동 12-1 ,인천광역시 연수구 아카데미로 119
431,경인지방우정청,인천우체국,40001990,인천연수2동우편취급국,,취급국,인천광역시 연수구 연수2동 631-6,인천광역시 연수구 샘말로8번길 20
432,경인지방우정청,인천우체국,40002010,인천동춘2동우편취급국,,취급국,인천광역시 연수구 동춘2동 942 아주아파트 114호,인천광역시 연수구 먼우금로63번길 13
433,경인지방우정청,인천우체국,40002160,연세대학교국제캠퍼스우편취급국,,취급국,인천광역시 연수구 송도동 162-1 연세대학교국제캠퍼스,인천광역시 연수구 송도과학로 85
434,경인지방우정청,인천우체국,40013580,인천용유동우편취급국,,취급국,인천광역시 중구 남북동 산 94-8,인천광역시 중구 마시란로 314-32
435,경인지방우정청,서인천우체국,40002390,서인천우체국,총괄국,4급,인천광역시 서구 심곡동 278-7,인천광역시 서구 서곶로 318
436,경인지방우정청,서인천우체국,40002420,인천석남동우체국,,6급,인천광역시 서구 석남1동 456-7,인천광역시 서구 가정로 314
437,경인지방우정청,서인천우체국,40002430,인천가좌2동우체국,,6급,인천광역시 서구 가좌2동 12,인천광역시 서구 원적로96번길 27
438,경인지방우정청,서인천우체국,40002480,인천원당우체국,,6급,"인천광역시 서구 원당동 823-2,823-3",인천광역시 서구 고산후로121번길 38
439,경인지방우정청,서인천우체국,40002670,인천검암동우체국,,6급,인천광역시 서구 검암동 660-2,인천광역시 서구 승학로 404
440,경인지방우정청,서인천우체국,40002680,인천청라1동우체국,,6급,인천광역시 서구 연희동 796-6,인천광역시 서구 청라라임로 52
441,경인지방우정청,서인천우체국,40002400,검단우체국,,별정국,인천광역시 서구 마전동 911-4,인천광역시 서구 검단로 487
442,경인지방우정청,서인천우체국,40013420,인천검단산업단지우편취급국,,취급국,인천광역시 서구 오류동 1657-2 (메트로밸리),인천광역시 서구 보듬로 146
443,경인지방우정청,서인천우체국,40002440,인천가정동우편취급국,,취급국,인천광역시 서구 가정동 496,인천광역시 서구 가정로406번길 18
444,경인지방우정청,서인천우체국,40002460,인천공단우편취급국,,취급국,인천광역시 서구 신현동 141-7,인천광역시 서구 염곡로 345
445,경인지방우정청,서인천우체국,40002450,인천가좌1동우편취급국,,취급국,인천광역시 서구 가좌동 107-5,인천광역시 서구 건지로 278
446,경인지방우정청,서인천우체국,40002470,인천불로동우편취급국,,취급국,인천광역시 서구 불로동 315-19,인천광역시 서구 검단로 807
447,경인지방우정청,서인천우체국,40013450,인천청라3동우편취급국,,취급국,"인천광역시 서구 청라동 96-1, 108호",인천광역시 서구 청라한내로 96
448,경인지방우정청,인천계양우체국,40002240,인천계양우체국,총괄국,4급,인천광역시 계양구 계산4동 1078-2,인천광역시 계양구 계산새로 76
449,경인지방우정청,인천계양우체국,40002250,인천계산동우체국,,6급,인천광역시 계양구 계산2동 931-55,인천광역시 계양구 경명대로 1053
450,경인지방우정청,인천계양우체국,40002270,인천효성동우체국,,6급,인천광역시 계양구 효성2동 242-4,인천광역시 계양구 효서로 146
451,경인지방우정청,인천계양우체국,40002280,인천작전동우체국,,6급,인천광역시 계양구 작전1동 381-9,인천광역시 계양구 효서로 292
452,경인지방우정청,인천계양우체국,40013380,인천계양2동우편취급국,,취급국,인천광역시 계양구 병방동 119-11,인천광역시 계양구 장제로 922
453,경인지방우정청,인천계양우체국,40013430,인천계양1동우편취급국,,취급국,인천광역시 계양구 장기동 152-13 (계양1동우체국),인천광역시 계양구 장기로 4
454,경인지방우정청,남인천우체국,40006960,남인천우체국,총괄국,4급,인천광역시 남동구 간석1동 520-1,인천광역시 남동구 경인로 514
455,경인지방우정청,남인천우체국,40006970,주안우체국,,6급,인천광역시 남구 도화1동 458-8,인천광역시 미추홀구 제일로 32
456,경인지방우정청,남인천우체국,40006990,인천숭의동우체국,,6급,인천광역시 남구 숭의1동 433-3,인천광역시 미추홀구 인중로 4
457,경인지방우정청,남인천우체국,40007010,인천문학동우체국,,6급,인천광역시 남구 문학동 385-4,인천광역시 미추홀구 소성로 337
458,경인지방우정청,남인천우체국,40007020,인천지방법원우체국,,6급,인천광역시 남구 학익동 278-2,인천광역시 미추홀구 소성로163번길 17
459,경인지방우정청,남인천우체국,40007050,인천학익동우체국,,6급,인천광역시 남구 학익2동 295-13,인천광역시 미추홀구 한나루로 430
460,경인지방우정청,남인천우체국,40007110,인천숭의3동우편취급국,,취급국,"인천광역시 남구 숭의1,3동 83-16",인천광역시 미추홀구 석정로126번길 6
461,경인지방우정청,남인천우체국,40007150,인천용일우편취급국,,취급국,인천광역시 남구 용현동 150-1,인천광역시 미추홀구 인주대로 200
462,경인지방우정청,남인천우체국,40007220,인천용현5동우편취급국,,취급국,인천광역시 남구 용현5동 628-23,인천광역시 미추홀구 토금북로 14-1
463,경인지방우정청,남인천우체국,40007120,인천도화아파트우편취급국,,취급국,"인천광역시 남구 도화2,3동 137-3",인천광역시 미추홀구 석정로 298
464,경인지방우정청,남인천우체국,40007170,인천주안4동우편취급국,,취급국,인천광역시 남구 주안4동 406-2,인천광역시 미추홀구 경인로 416
465,경인지방우정청,남인천우체국,40007140,인천삼덕아파트우편취급국,,취급국,인천광역시 남구 주안5동 19-23,인천광역시 미추홀구 석정로 437
466,경인지방우정청,남인천우체국,40007180,인천주안8동우편취급국,,취급국,인천광역시 남구 주안8동 1572-20,인천광역시 미추홀구 인하로 383
467,경인지방우정청,남인천우체국,40007250,인하대학교우편취급국,,취급국,인천광역시 남구 용현동 253,인천광역시 미추홀구 인하로 100
468,경인지방우정청,인천남동우체국,40012940,인천남동우체국,총괄국,4급,인천광역시 남동구 논현동 638-1,인천광역시 남동구 논현로46번길 7
469,경인지방우정청,인천남동우체국,40012980,인천간석동우체국,,6급,인천광역시 남동구 간석2동 133-2,인천광역시 남동구 용천로 145
470,경인지방우정청,인천남동우체국,40012990,인천구월동우체국,,6급,인천광역시 남동구 구월3동 1123,인천광역시 남동구 인주대로 554
471,경인지방우정청,인천남동우체국,40013010,인천남동공단우체국,,6급,인천광역시 남동구 논현동 449-5,인천광역시 남동구 남동대로239번길 86
472,경인지방우정청,인천남동우체국,40013030,인천만수1동우체국,,6급,인천광역시 남동구 만수1동 1005-5,인천광역시 남동구 인주대로 907
473,경인지방우정청,인천남동우체국,40013040,인천만수6동우체국,,6급,인천광역시 남동구 만수6동 1019-3,인천광역시 남동구 장승남로 43
474,경인지방우정청,인천남동우체국,40013050,인천만수단지우체국,,6급,인천광역시 남동구 만수4동 23,인천광역시 남동구 만수로50번길 31
475,경인지방우정청,인천남동우체국,40013020,인천논현동우체국,,6급,인천광역시 남동구 논현동 562-3,인천광역시 남동구 남동대로370번길 137
476,경인지방우정청,인천남동우체국,40013060,인천한화지구우체국,,6급,인천광역시 남동구 논현동 733-2,인천광역시 남동구 에코중앙로 178
477,경인지방우정청,인천남동우체국,40013160,인천서창동우체국,,6급,인천광역시 남동구 서창동 671,인천광역시 남동구 서창방산로 67
478,경인지방우정청,인천남동우체국,40013070,인천효성상아우편취급국,,취급국,인천광역시 남동구 만수5동 889-4,인천광역시 남동구 구월로 319
479,경인지방우정청,인천남동우체국,40013080,인천남촌동우편취급국,,취급국,인천광역시 남동구 남촌동 343-3,인천광역시 남동구 남촌로 120
480,경인지방우정청,인천남동우체국,40013000,인천구월아파트우편취급국,,취급국,인천광역시 남동구 구월1동 1240-3,인천광역시 남동구 호구포로 775
481,경인지방우정청,부평우체국,40008180,부평우체국,총괄국,4급,인천광역시 부평구 청천동 327,인천광역시 부평구 길주로 415
483,경인지방우정청,부평우체국,40008190,북인천우체국,,6급,인천광역시 부평구 부평동 546-62,인천광역시 부평구 경원대로 1373
484,경인지방우정청,부평우체국,40008200,부평대로우체국,,6급,인천광역시 부평구 부평4동 442-15,인천광역시 부평구 부평대로 88
485,경인지방우정청,부평우체국,40008210,인천부평6동우체국,,6급,인천광역시 부평구 부평6동 611-12,인천광역시 부평구 경인로 995
486,경인지방우정청,부평우체국,40008220,인천산곡2동우체국,,6급,인천광역시 부평구 산곡2동 145-9,인천광역시 부평구 마장로272번길 95
487,경인지방우정청,부평우체국,40008230,인천동암우체국,,6급,인천광역시 부평구 십정2동 419-7,인천광역시 부평구 열우물로 15
488,경인지방우정청,부평우체국,40008240,인천갈산동우체국,,6급,인천광역시 부평구 갈산2동 365,인천광역시 부평구 주부토로 177
489,경인지방우정청,부평우체국,40008280,인천삼산동우체국,,6급,인천광역시 부평구 삼산동 451-2,인천광역시 부평구 굴포로 141
490,경인지방우정청,부평우체국,40008250,부평현대아파트우체국,,6급,인천광역시 부평구 산곡3동 369-482,인천광역시 부평구 경원대로 1269-1
491,경인지방우정청,부평우체국,40008260,인천부개동우체국,,6급,인천광역시 부평구 부개3동 498-14,인천광역시 부평구 부흥북로 153
492,경인지방우정청,부평우체국,40008350,인천부평4동우편취급국,,취급국,인천광역시 부평구 부평4동 882,인천광역시 부평구 신트리로8번길 29
493,경인지방우정청,부평우체국,40008360,인천일신풍림우편취급국,,취급국,인천광역시 부평구 일신동 100-4,인천광역시 부평구 일신로14번길 3
494,경인지방우정청,부평우체국,40008310,인천백운우편취급국,,취급국,인천광역시 부평구 십정2동 580-28,인천광역시 부평구 경인로 731
495,경인지방우정청,의정부우체국,40003510,의정부우체국,총괄국,4급,경기도 의정부시 신곡동 811,경기도 의정부시 추동로 88
498,경인지방우정청,의정부우체국,40003560,의정부가능동우체국,,6급,경기도 의정부시 가능동 676-4,경기도 의정부시 의정로 169
499,경인지방우정청,의정부우체국,40003570,의정부1동우체국,,6급,경기도 의정부시 의정부1동 185-4,경기도 의정부시 호국로 1318
500,경인지방우정청,의정부우체국,40003590,의정부2동우체국,,6급,경기도 의정부시 의정부2동 486-9,경기도 의정부시 시민로 35
501,경인지방우정청,의정부우체국,40003580,의정부3동우체국,,6급,경기도 의정부시 의정부3동 137-3,경기도 의정부시 평화로 482
502,경인지방우정청,의정부우체국,40003600,의정부신곡1동우체국,,6급,경기도 의정부시 신곡1동 716-3,경기도 의정부시 발곡로 21
503,경인지방우정청,의정부우체국,40003610,의정부민락동우체국,,6급,경기도 의정부시 민락동 692-6,경기도 의정부시 용현로159번길 14-10
504,경인지방우정청,의정부우체국,40004160,양주2동우체국,,6급,경기도 양주시 만송동 695-2,경기도 양주시 고읍북로 5
505,경인지방우정청,의정부우체국,40013270,의정부우체국의정부지방법원출장소,,출장소,경기도 의정부시 가능동 364 (의정부지방법원),경기도 의정부시 녹양로34번길 23
506,경인지방우정청,의정부우체국,40003530,양주장흥우체국,,별정국,경기도 양주시 장흥면 일영리 156-9,경기도 양주시 장흥면 호국로 168
507,경인지방우정청,의정부우체국,40003520,광적우체국,,별정국,경기도 양주시 광적면 가납리 741-7,경기도 양주시 가래비6길 6
508,경인지방우정청,의정부우체국,40003550,양주1동우체국,,별정국,경기도 양주시 남방동 17-2,경기도 양주시 평화로 1009
509,경인지방우정청,의정부우체국,40003540,백석우체국,,별정국,경기도 양주시 백석읍 방성리 81-15,경기도 양주시 백석읍 부흥로1036번길 26
510,경인지방우정청,의정부우체국,40003650,의정부호원동우편취급국,,취급국,경기도 의정부시 호원동 117 신흥대학 에벤에셀관 1층,경기도 의정부시 호암로 95
511,경인지방우정청,의정부우체국,40003660,의정부용현동우편취급국,,취급국,경기도 의정부시 용현동 33-5,경기도 의정부시 충의로57번길 30
512,경인지방우정청,수원우체국,40002770,수원우체국,총괄국,4급,경기도 수원시 장안구 천천동 517,경기도 수원시 장안구 천천로 94
513,경인지방우정청,수원우체국,40002970,수원역전우체국,,6급,경기도 수원시 팔달구 매산로1가 2-43,경기도 수원시 팔달구 향교로 13
514,경인지방우정청,수원우체국,40002780,수원연무동우체국,,6급,경기도 수원시 장안구 하광교동 423-7,경기도 수원시 장안구 광교산로 97
515,경인지방우정청,수원우체국,40002790,수원북문우체국,,6급,경기도 수원시 장안구 영화동 300-14,경기도 수원시 장안구 수성로 360
516,경인지방우정청,수원우체국,40002990,수원화서동우체국,,6급,경기도 수원시 팔달구 화서동 58-1,경기도 수원시 팔달구 고화로 135
517,경인지방우정청,수원우체국,40002800,수원율전동우체국,,6급,경기도 수원시 장안구 천천동 557-2,경기도 수원시 장안구 하률로 6
518,경인지방우정청,수원우체국,40002810,수원정자동우체국,,6급,경기도 수원시 장안구 정자동 882-3,경기도 수원시 장안구 정자천로134번길 10
519,경인지방우정청,수원우체국,40003010,수원화서아파트우편취급국,,취급국,경기도 수원시 팔달구 화서동 244-16,경기도 수원시 팔달구 동말로25번길 108
520,경인지방우정청,수원우체국,40002830,수원송죽동우편취급국,,취급국,경기도 수원시 장안구 송죽동 446-3,경기도 수원시 장안구 경수대로995번길 8
521,경인지방우정청,수원우체국,40002820,수원정자동우편취급국,,취급국,경기도 수원시 장안구 정자1동 533-1,경기도 수원시 장안구 장안로 286-2
522,경인지방우정청,수원우체국,40003020,수원우만1동우편취급국,,취급국,경기도 수원시 팔달구 우만1동 480-35,경기도 수원시 팔달구 월드컵로 361
523,경인지방우정청,수원우체국,40002940,수원성균관대학교우편취급국,,취급국,경기도 수원시 장안구 천천동 300,경기도 수원시 장안구 서부로 2066
524,경인지방우정청,수원우체국,40013440,수원행궁동우편취급국,,취급국,경기도 수원시 팔달구 중동 72-1,경기도 수원시 팔달구 정조로 732-1
525,경인지방우정청,동수원우체국,40003100,동수원우체국,총괄국,4급,경기도 수원시 팔달구 인계동 465-2,경기도 수원시 팔달구 인계로 143
526,경인지방우정청,동수원우체국,40003120,수원매탄1동우체국,,6급,경기도 수원시 영통구 매탄1동 153-110,경기도 수원시 영통구 중부대로 242
527,경인지방우정청,동수원우체국,40003130,수원매탄2동우체국,,6급,경기도 수원시 영통구 매탄2동 1213-1,경기도 수원시 영통구 매영로 93-20
528,경인지방우정청,동수원우체국,40003420,수원매탄3동우체국,,6급,경기도 수원시 영통구 매탄3동 1279-4,경기도 수원시 영통구 동탄원천로881번길 66
529,경인지방우정청,동수원우체국,40003140,수원영통동우체국,,6급,경기도 수원시 영통구 영통동 975-1,경기도 수원시 영통구 영통로214번길 1
530,경인지방우정청,동수원우체국,40003150,수원황곡우체국,,6급,경기도 수원시 영통구 영통동 947-4,경기도 수원시 영통구 봉영로1759번길 35
531,경인지방우정청,동수원우체국,40003160,수원청명우체국,,6급,경기도 수원시 영통구 영통동 997  수원우편집중국 내 위치,경기도 수원시 영통구 청명남로 57
532,경인지방우정청,동수원우체국,40003110,수원법원우체국,,6급,경기도 수원시 영통구 하동 990 (수원법원종합청사),경기도 수원시 영통구 법조로 105
533,경인지방우정청,동수원우체국,40003430,수원광교동우체국,,6급,경기도 수원시 영통구 이의동 1369-3,경기도 수원시 영통구 혜령로 8
534,경인지방우정청,동수원우체국,40003170,수원매탄우편취급국,,취급국,경기도 수원시 영통구 매탄3동 1181-10,경기도 수원시 영통구 동수원로 294
535,경인지방우정청,동수원우체국,40003180,수원신동우편취급국,,취급국,경기도 수원시 영통구 신동 531-8,경기도 수원시 영통구 신원로 33
536,경인지방우정청,동수원우체국,40003400,수원경기대학교우편취급국,,취급국,경기도 수원시 영통구 이의동 산 94-6,경기도 수원시 영통구 광교산로 154-42
537,경인지방우정청,동수원우체국,40003410,아주대학교우편취급국,,취급국,경기도 수원시 영통구 원천동 산 5-1,경기도 수원시 영통구 월드컵로 206
538,경인지방우정청,서수원우체국,40008840,서수원우체국,총괄국,4급,경기도 수원시 권선구 탑동 909,경기도 수원시 권선구 호매실로 22-55
539,경인지방우정청,서수원우체국,40008850,수원권선동우체국,,6급,경기도 수원시 권선구 권선동 1008,경기도 수원시 권선구 경수대로 382
540,경인지방우정청,서수원우체국,40008870,수원세류동우체국,,6급,경기도 수원시 권선구 세류2동 543-2,경기도 수원시 권선구 덕영대로 1084
541,경인지방우정청,서수원우체국,40008880,수원곡선동우체국,,6급,경기도 수원시 권선구 권선동 1268-1,경기도 수원시 권선구 권중로 81
542,경인지방우정청,서수원우체국,40008890,수원구운동우편취급국,,취급국,경기도 수원시 권선구 구운동 899-1,경기도 수원시 권선구 일월천로15번길 6-13
543,경인지방우정청,서수원우체국,40008900,수원곡반정동우편취급국,,취급국,경기도 수원시 권선구 권선동 1038-7,경기도 수원시 권선구 권광로91번길 2
544,경인지방우정청,서수원우체국,40008910,수원금곡동우편취급국,,취급국,경기도 수원시 권선구 금곡동 243-3,경기도 수원시 권선구 금호로 59-15
545,경인지방우정청,군포우체국,40005680,군포우체국,총괄국,4급,경기도 군포시 금정동 846,경기도 군포시 산본로 328
546,경인지방우정청,군포우체국,40005690,군포당동우체국,,6급,경기도 군포시 당동 785-4,경기도 군포시 군포로 495
547,경인지방우정청,군포우체국,40005720,군포금정동우체국,,6급,경기도 군포시 금정동 770-2,경기도 군포시 당산로136번길 14
548,경인지방우정청,군포우체국,40005730,군포오금동우체국,,6급,경기도 군포시 산본동 1156-7,경기도 군포시 번영로 382
549,경인지방우정청,군포우체국,40005740,군포산본2동우체국,,6급,경기도 군포시 산본동 1062-1,경기도 군포시 산본로386번길 77
550,경인지방우정청,군포우체국,40005700,의왕우체국,,6급,경기도 의왕시 오전동 323-7,경기도 의왕시 효행로 45
551,경인지방우정청,군포우체국,40005710,의왕부곡우체국,,6급,경기도 의왕시 삼동 192-282,경기도 의왕시 부곡중앙남2길 11
552,경인지방우정청,군포우체국,40005810,의왕내손동우체국,,6급,경기도 의왕시 내손동 731-2,경기도 의왕시 복지로 14
553,경인지방우정청,군포우체국,40005770,군포당정동우편취급국,,취급국,경기도 군포시 당정동 477-1,경기도 군포시 봉성로 81
554,경인지방우정청,군포우체국,40005790,군포산본1동우편취급국,,취급국,경기도 군포시 산본동 92-11,경기도 군포시 산본천로215번길 5
555,경인지방우정청,군포우체국,40005780,군포대야미동우편취급국,,취급국,경기도 군포시 대야미동 653-2,경기도 군포시 대야1로11번길 4
556,경인지방우정청,군포우체국,40005760,의왕신안우편취급국,,취급국,경기도 의왕시 오전동 112-6,경기도 의왕시 경수대로 367
557,경인지방우정청,군포우체국,40005750,의왕내손우편취급국,,취급국,경기도 의왕시 내손동 622-9,경기도 의왕시 백운초등길 7
558,경인지방우정청,군포우체국,40005800,의왕포일우편취급국,,취급국,경기도 의왕시 내손2동 661-17,경기도 의왕시 흥안대로434번길 91
559,경인지방우정청,안양우체국,40005890,안양우체국,총괄국,4급,경기도 안양시 동안구 비산동 1110,경기도 안양시 동안구 평촌대로253번길 25
560,경인지방우정청,안양우체국,40006120,수원지방법원안양지원우편출장소,,출장소,경기도 안양시 동안구 관양동 1593 수원지방법원안양지원 2층,경기도 안양시 동안구 관평로212번길 70
562,경인지방우정청,안양우체국,40006100,과천우체국,,5급,경기도 과천시 별양동 10,경기도 과천시 별양로 54
563,경인지방우정청,안양우체국,40006110,서안양우체국,,6급,경기도 안양시 만안구 안양5동 445-13,경기도 안양시 만안구 안양로 233
564,경인지방우정청,안양우체국,40005900,안양4동우체국,,6급,경기도 안양시 만안구 안양4동 782-5,경기도 안양시 만안구 병목안로 4
565,경인지방우정청,안양우체국,40005930,안양석수동우체국,,6급,경기도 안양시 만안구 석수2동 314-12,경기도 안양시 만안구 안양로 449
566,경인지방우정청,안양우체국,40005940,안양부림동우체국,,6급,경기도 안양시 동안구 부림동 1605-3,경기도 안양시 동안구 관평로176번길 18
567,경인지방우정청,안양우체국,40005950,안양귀인동우체국,,6급,경기도 안양시 동안구 평촌동 923-1,경기도 안양시 동안구 평촌대로 102
568,경인지방우정청,안양우체국,40006130,안양호계동우체국,,6급,경기도 안양시 동안구 호계2동 901,경기도 안양시 동안구 시민대로 119
569,경인지방우정청,안양우체국,40005920,안양관양동우체국,,6급,경기도 안양시 동안구 관양1동 1437-29,경기도 안양시 동안구 관악대로 407-1
570,경인지방우정청,안양우체국,40006050,과천부림우편취급국,,취급국,경기도 과천시 부림동 27-10,경기도 과천시 부림2길 3-14
571,경인지방우정청,안양우체국,40006080,과천우면우편취급국,,취급국,경기도 과천시 주암동 63-10,경기도 과천시 장군마을길 32
572,경인지방우정청,안양우체국,40006070,과천문원단지우편취급국,,취급국,경기도 과천시 문원동 115-91,경기도 과천시 문원청계길 9-5
573,경인지방우정청,안양우체국,40006030,안양진흥우편취급국,,취급국,경기도 안양시 만안구 안양1동 97-3,경기도 안양시 만안구 장내로 164
574,경인지방우정청,안양우체국,40006020,안양양지우편취급국,,취급국,경기도 안양시 만안구 안양3동 921-2,경기도 안양시 만안구 양화로47번길 9
575,경인지방우정청,안양우체국,40006040,경기안양6동우편취급국,,취급국,경기도 안양시 만안구 안양6동 529-2,경기도 안양시 만안구 만안로 35
576,경인지방우정청,안양우체국,40006090,안양비산1동우편취급국,,취급국,경기도 안양시 동안구 비산1동 546-3,경기도 안양시 동안구 비산로 57
577,경인지방우정청,안양우체국,40005980,안양비산삼호우편취급국,,취급국,경기도 안양시 동안구 비산3동 255-2,경기도 안양시 동안구 동안로 300
578,경인지방우정청,안양우체국,40006060,안양관양2동우편취급국,,취급국,경기도 안양시 동안구 관양2동 1493-7,경기도 안양시 동안구 인덕원로8번길 4
579,경인지방우정청,안양우체국,40006000,안양호계현대우편취급국,,취급국,경기도 안양시 동안구 호계동 1028-6,경기도 안양시 동안구 엘에스로 76
580,경인지방우정청,안양우체국,40005970,안양호계3동우편취급국,,취급국,경기도 안양시 동안구 호계3동 859-15,경기도 안양시 동안구 경수대로 428
581,경인지방우정청,안양우체국,40013590,정부과천청사우편취급국,,취급국,경기도 과천시 중앙동 1 (정부과천청사) 후생동,경기도 과천시 관문로 47
582,경인지방우정청,성남우체국,40004270,성남우체국,총괄국,4급,경기도 성남시 수정구 시흥동 2478,경기도 성남시 수정구 산성대로 305
584,경인지방우정청,성남우체국,40004290,성남태평동우체국,,6급,경기도 성남시 수정구 태평3동 3679-4,경기도 성남시 수정구 수정로 113
585,경인지방우정청,성남우체국,40004300,성남상대원우체국,,6급,경기도 성남시 중원구 상대원2동 3004,경기도 성남시 중원구 희망로 377
