index,Class,Subclass,Post_code,Post_NM,Main_YN,Division,ADDR,ADDR_Road
1,서울지방우정청,서울중앙우체국,10000260,서울중앙우체국,총괄국,3급,서울특별시 중구 충무로1가 21-1,서울특별시 중구 소공로 70
2,서울지방우정청,서울중앙우체국,10000280,서울을지로4가우체국,,5급,서울특별시 중구 을지로4가 312-1,서울특별시 중구 을지로 154-2
3,서울지방우정청,서울중앙우체국,10000340,서울태평로우체국,,5급,서울특별시 중구 봉래동1가 5-36 우리빌딩 2층,서울특별시 중구 칠패로 42
4,서울지방우정청,서울중앙우체국,10000270,서울퇴계로5가우체국,,6급,서울특별시 중구 장충동2가 173-3,서울특별시 중구 퇴계로 270
5,서울지방우정청,서울중앙우체국,10000290,서울역전우체국,,6급,서울특별시 중구 봉래동2가 123,서울특별시 중구 통일로 21
6,서울지방우정청,서울중앙우체국,10000300,서울신당동우체국,,6급,서울특별시 중구 신당동 369-36,서울특별시 중구 다산로 128-8
7,서울지방우정청,서울중앙우체국,10000310,서울흥인동우체국,,6급,서울특별시 중구 흥인동 113-1,서울특별시 중구 다산로 253
8,서울지방우정청,서울중앙우체국,10000320,서울소공동우체국,,6급,서울특별시 중구 북창동 70-1,서울특별시 중구 남대문로1길 34
9,서울지방우정청,서울중앙우체국,10000400,서울충무로2가우체국,,6급,서울특별시 중구 충무로2가 49-17,서울특별시 중구 삼일대로6길 5
10,서울지방우정청,서울중앙우체국,10000390,서울회현동우편취급국,,취급국,서울특별시 중구 남창동 190-11,서울특별시 중구 퇴계로6길 18
11,서울지방우정청,서울중앙우체국,10000360,서울신당1동우편취급국,,취급국,서울특별시 중구 다산로29길 23(신당동),서울특별시 중구 다산로29길 23
12,서울지방우정청,서울중앙우체국,10000370,서울신당현대우편취급국,,취급국,서울특별시 중구 다산로36나길 7(신당동),서울특별시 중구 다산로36나길 7
13,서울지방우정청,서울중앙우체국,10000410,동국대학교우편취급국,,취급국,서울특별시 중구 필동3가 26,서울특별시 중구 필동로1길 30
14,서울지방우정청,광화문우체국,10000490,광화문우체국,총괄국,3급,서울특별시 종로구 서린동 154-1,서울특별시 종로구 종로 6
15,서울지방우정청,광화문우체국,10000530,서울종로5가우체국,,5급,서울특별시 종로구 종로5가 98-6,서울특별시 종로구 종로 207-1
16,서울지방우정청,광화문우체국,10000550,서울종로2가우체국,,6급,서울특별시 종로구 종로2가 39-2,서울특별시 종로구 종로17길 8
17,서울지방우정청,광화문우체국,10000510,서울안국동우체국,,6급,서울특별시 종로구 안국동 155,서울특별시 종로구 율곡로 49
18,서울지방우정청,광화문우체국,10000540,서울혜화동우체국,,6급,서울특별시 종로구 혜화동 111-3,서울특별시 종로구 혜화로 1
19,서울지방우정청,광화문우체국,10000520,서울통의동우체국,,6급,서울특별시 종로구 통의동 102,서울특별시 종로구 자하문로 30
20,서울지방우정청,광화문우체국,10008610,정부서울청사우편취급국,,취급국,서울특별시 종로구 세종로 77-6,서울특별시 종로구 세종대로 209
21,서울지방우정청,광화문우체국,10000590,서울세검정우체국,,6급,서울특별시 종로구 신영동 133-1,서울특별시 종로구 세검정로 258
22,서울지방우정청,광화문우체국,10000600,서울숭인동우체국,,6급,서울특별시 종로구 숭인동 53-25,서울특별시 종로구 지봉로 88
23,서울지방우정청,광화문우체국,10008620,서울대학교병원우편취급국,,취급국,서울특별시 종로구 연건동 28-21 서울대학교병원 (신)본관 지하1층,서울특별시 종로구 대학로 101
24,서울지방우정청,광화문우체국,10000610,서울삼청동우체국,,6급,서울특별시 종로구 삼청동 25-23,서울특별시 종로구 북촌로 112
25,서울지방우정청,광화문우체국,10000640,서울내수동우편취급국,,취급국,서울특별시 종로구 내수동 167 대우빌딩 지하 101,서울특별시 종로구 새문안로3길 30
26,서울지방우정청,광화문우체국,10000650,서울창신2동우편취급국,,취급국,서울특별시 종로구 창신동 703 쌍용2단지상가 202,서울특별시 종로구 낙산길 196
27,서울지방우정청,광화문우체국,10000660,서울홍파동우편취급국,,취급국,서울특별시 종로구 무악동 63-9,서울특별시 종로구 통일로 266
28,서울지방우정청,광화문우체국,10000670,서울종로6가우편취급국,,취급국,서울특별시 종로구 종로6가 189,서울특별시 종로구 종로41길 36
29,서울지방우정청,광화문우체국,10000630,서울관훈동우편취급국,,취급국,서울특별시 종로구 수송동 58 두산위브파비리온 1층,서울특별시 종로구 삼봉로 81
30,서울지방우정청,광화문우체국,10000680,서울창신1동우편취급국,,취급국,서울특별시 종로구 창신1동 330-1 지하6호,서울특별시 종로구 종로 328
31,서울지방우정청,광화문우체국,10000700,성균관대학교우편취급국,,취급국,서울특별시 종로구 명륜3가 53-21,서울특별시 종로구 성균관로 25-2
32,서울지방우정청,광화문우체국,10000710,상명대학교우편취급국,,취급국,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20
33,서울지방우정청,광화문우체국,10008580,한국방송통신대학교우편취급국,,취급국,서울특별시 종로구 동숭동 1-138,서울특별시 종로구 대학로 86
34,서울지방우정청,서대문우체국,10000790,서대문우체국,총괄국,4급,서울특별시 서대문구 창천동 98-3,서울특별시 서대문구 성산로20길 9
35,서울지방우정청,서대문우체국,10000800,서울충정로우체국,,5급,서울특별시 서대문구 충정로2가 8-2,서울특별시 서대문구 통일로 127
36,서울지방우정청,서대문우체국,10000810,서울신촌우체국,,6급,서울특별시 서대문구 대현동 90-101,서울특별시 서대문구 신촌로 161
37,서울지방우정청,서대문우체국,10000820,서울홍제동우체국,,6급,서울특별시 서대문구 홍제동 158-45,서울특별시 서대문구 통일로 419
38,서울지방우정청,서대문우체국,10000850,서울모래내우체국,,6급,서울특별시 서대문구 북가좌동 424-29,서울특별시 서대문구 거북골로 160
39,서울지방우정청,서대문우체국,10000860,서울연희동우체국,,6급,서울특별시 서대문구 연희동 90-15 ,서울특별시 서대문구 증가로 12
40,서울지방우정청,서대문우체국,10000830,서울연세대학교우체국,,6급,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로 50
41,서울지방우정청,서대문우체국,10000840,서울이화여자대학교우체국,,6급,서울특별시 서대문구 대현동 11-1,서울특별시 서대문구 이화여대길 52
42,서울지방우정청,서대문우체국,10008630,경찰청우편취급국,,취급국,서울특별시 서대문구 미근동 209,서울특별시 서대문구 통일로 97
43,서울지방우정청,서대문우체국,10000920,서울미근동우편취급국,,취급국,서울특별시 서대문구 충현동 464,서울특별시 서대문구 서소문로 21
44,서울지방우정청,서대문우체국,10000890,서울독립문우편취급국,,취급국,서울특별시 서대문구 현저동 200  극동상가 127호 ,서울특별시 서대문구 독립문공원길 13
45,서울지방우정청,서대문우체국,10000880,서울홍제3동우편취급국,,취급국,서울특별시 서대문구 홍제동 278-100,서울특별시 서대문구 간호대로 11-24
46,서울지방우정청,서대문우체국,10000930,서울홍은2동우편취급국,,취급국,서울특별시 서대문구 홍은동 275-24,서울특별시 서대문구 연희로 261-28
47,서울지방우정청,서대문우체국,10000910,서울홍은미성우편취급국,,취급국,서울특별시 서대문구 홍은동 204-13,서울특별시 서대문구 연희로41길 37
48,서울지방우정청,서대문우체국,10000950,서울남가좌1동우편취급국,,취급국,서울특별시 서대문구 남가좌동 105-1,서울특별시 서대문구 모래내로 143
49,서울지방우정청,서대문우체국,10000960,명지대학교우편취급국,,취급국,서울특별시 서대문구 남가좌동 50-3,서울특별시 서대문구 거북골로 34
50,서울지방우정청,동대문우체국,10001040,동대문우체국,총괄국,4급,서울특별시 동대문구 신설동 117-23,서울특별시 동대문구 천호대로 4
51,서울지방우정청,동대문우체국,10001050,서울청량리우체국,,5급,서울특별시 동대문구 청량리1동 286-1,서울특별시 동대문구 홍릉로 10
52,서울지방우정청,동대문우체국,10001060,서울전농동우체국,,6급,서울특별시 동대문구 전농4동 295-134,서울특별시 동대문구 전농로 131
53,서울지방우정청,동대문우체국,10001070,서울휘경동우체국,,6급,서울특별시 동대문구 휘경동 191-19,서울특별시 동대문구 회기로 201
54,서울지방우정청,동대문우체국,10001080,서울장안동우체국,,6급,서울특별시 동대문구 장안동 398-8,서울특별시 동대문구 한천로14길 53
55,서울지방우정청,동대문우체국,10001100,서울이문동우체국,,6급,서울특별시 동대문구 이문동 291-31,서울특별시 동대문구 이문로 133
56,서울지방우정청,동대문우체국,10001130,서울장안2동우체국,,6급,서울특별시 동대문구 장안동 301-1,서울특별시 동대문구 사가정로 240
57,서울지방우정청,동대문우체국,10001140,서울제기동우체국,,6급,서울특별시 동대문구 제기동 900-1,서울특별시 동대문구 고산자로 476
58,서울지방우정청,동대문우체국,10001150,서울제기2동우편취급국,,취급국,서울특별시 동대문구 제기동 1151-9,서울특별시 동대문구 안암로 86
59,서울지방우정청,동대문우체국,10001160,서울용두1동우편취급국,,취급국,서울특별시 동대문구 용두동 790,서울특별시 동대문구 정릉천동로 58
60,서울지방우정청,동대문우체국,10001170,서울시립대학교우편취급국,,취급국,서울특별시 동대문구 전농동 694,서울특별시 동대문구 서울시립대로 163
61,서울지방우정청,동대문우체국,10001180,경희대학교우편취급국,,취급국,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26
62,서울지방우정청,동대문우체국,10001190,한국외국어대학교우편취급국,,취급국,서울특별시 동대문구 이문동 270-1,서울특별시 동대문구 이문로 107
63,서울지방우정청,동대문우체국,10008680,서울답십리우편취급국,,취급국,서울특별시 동대문구 답십리동 483-39,서울특별시 동대문구 황물로 103
64,서울지방우정청,서울광진우체국,10001270,서울광진우체국,총괄국,4급,서울특별시 광진구 구의3동 587,서울특별시 광진구 강변역로 2
65,서울지방우정청,서울광진우체국,10001510,서울성동우체국,,5급,서울특별시 성동구 행당1동 284,서울특별시 성동구 왕십리로 303
66,서울지방우정청,서울광진우체국,10001280,서울뚝섬우체국,,6급,서울특별시 성동구 성수1가1동 33-29,서울특별시 성동구 뚝섬로3길 14
67,서울지방우정청,서울광진우체국,10001300,서울금호동우체국,,6급,서울특별시 성동구 금호동2가 223,서울특별시 성동구 금호로11길 2
68,서울지방우정청,서울광진우체국,10001310,서울화양동우체국,,6급,서울특별시 광진구 화양동 18-10,서울특별시 광진구 광나루로 356
69,서울지방우정청,서울광진우체국,10001340,서울중곡동우체국,,6급,서울특별시 광진구 중곡2동 43-5,서울특별시 광진구 긴고랑로 68
70,서울지방우정청,서울광진우체국,10001350,서울용답동우체국,,6급,서울특별시 성동구 용답동 228-5,서울특별시 성동구 천호대로 378
71,서울지방우정청,서울광진우체국,10001370,서울왕십리우체국,,6급,서울특별시 성동구 홍익동 356,서울특별시 성동구 마장로 194
72,서울지방우정청,서울광진우체국,10001390,서울자양동우체국,,6급,서울특별시 광진구 자양2동 636-7,서울특별시 광진구 뚝섬로 640
73,서울지방우정청,서울광진우체국,10001400,서울마장동우체국,,6급,서울특별시 성동구 마장동 523-3,서울특별시 성동구 고산자로 352
74,서울지방우정청,서울광진우체국,10001330,서울한양대학교우체국,,6급,서울특별시 성동구 사근동 110,서울특별시 성동구 왕십리로 222
75,서울지방우정청,서울광진우체국,10001320,서울건국대학교우체국,,6급,서울특별시 광진구 화양동 1,서울특별시 광진구 능동로 120
76,서울지방우정청,서울광진우체국,10001440,서울대림아파트우편취급국,,취급국,서울특별시 성동구 응봉동 100 대림종합상가 203호,서울특별시 성동구 독서당로 434
77,서울지방우정청,서울광진우체국,10001420,서울옥수동우편취급국,,취급국,서울특별시 성동구 옥수동 436,서울특별시 성동구 독서당로 173
78,서울지방우정청,서울광진우체국,10001430,서울성수아파트우편취급국,,취급국,서울특별시 성동구 성수2가 289-4 ,서울특별시 성동구 아차산로7길 28
79,서울지방우정청,서울광진우체국,10001470,서울능동우편취급국,,취급국,서울특별시 광진구 군자동 48-45,서울특별시 광진구 면목로 17-1
80,서울지방우정청,서울광진우체국,10001450,서울경안우편취급국,,취급국,서울특별시 광진구 구의동 70-6,서울특별시 광진구 자양로 242
81,서울지방우정청,서울광진우체국,10001490,서울테크노마트우편취급국,,취급국,서울특별시 광진구 구의동 546-4 ,서울특별시 광진구 광나루로56길 85
82,서울지방우정청,서울광진우체국,10001460,서울광나루우편취급국,,취급국,서울특별시 광진구 광장동 330-8 ,서울특별시 광진구 광장로 80
83,서울지방우정청,서울광진우체국,10001500,서울중곡3동우편취급국,,취급국,서울특별시 광진구 중곡3동 607-10 ,서울특별시 광진구 용마산로 189
84,서울지방우정청,서울광진우체국,10001480,서울성수노룬산우편취급국,,취급국,서울특별시 광진구 자양동 6-15,서울특별시 광진구 아차산로30길 25
85,서울지방우정청,서울광진우체국,10001410,서울장로회신학대학교우편취급국,,취급국,서울특별시 광진구 광장동 353 ,서울특별시 광진구 광장로5길 25-1
86,서울지방우정청,서울광진우체국,10001520,세종대학교우편취급국,,취급국,서울특별시 광진구 군자동 98,서울특별시 광진구 능동로 209
87,서울지방우정청,서울관악우체국,10001860,서울관악우체국,총괄국,4급,서울특별시 관악구 신림동 1412-2,서울특별시 관악구 남부순환로 1643
89,서울지방우정청,서울관악우체국,10001870,서울봉천동우체국,,6급,서울특별시 관악구 성현동 7-270,서울특별시 관악구 관악로 249-1
90,서울지방우정청,서울관악우체국,10001890,서울신림동우체국,,6급,서울특별시 관악구 대학동 244-20,서울특별시 관악구 대학5길 38
91,서울지방우정청,서울관악우체국,10001900,서울난곡우체국,,6급,서울특별시 관악구 미성동 1476-53,서울특별시 관악구 난곡로 275
92,서울지방우정청,서울관악우체국,10001880,서울대학교우체국,,6급,서울특별시 관악구 대학동 산56-1,서울특별시 관악구 관악로 1
93,서울지방우정청,서울관악우체국,10001920,서울행운동우체국,,6급,서울특별시 관악구 행운동 1666-43,서울특별시 관악구 남부순환로 1841
94,서울지방우정청,서울관악우체국,10001910,서울은천동우체국,,6급,서울특별시 관악구 은천동 935-3,서울특별시 관악구 봉천로27길 58
95,서울지방우정청,서울관악우체국,10001990,서울신림동부우편취급국,,취급국,서울특별시 관악구 신원동 1636-45,서울특별시 관악구 문성로31길 38
96,서울지방우정청,서울관악우체국,10002000,서울관악신사동우편취급국,,취급국,서울특별시 관악구 신사동 504-1,서울특별시 관악구 조원로 118
97,서울지방우정청,서울관악우체국,10001970,서울낙성대우편취급국,,취급국,서울특별시 관악구 봉천동 1631-16,서울특별시 관악구 낙성대역3길 17
98,서울지방우정청,서울관악우체국,10001980,서울관악삼성동우편취급국,,취급국,서울특별시 관악구 삼성동 307-6,서울특별시 관악구 호암로 526
99,서울지방우정청,서울관악우체국,10002010,서울보라매우편취급국,,취급국,서울특별시 관악구 보라매동 729-32,서울특별시 관악구 보라매로3길 29
100,서울지방우정청,서울관악우체국,10001950,서울청룡동우편취급국,,취급국,서울특별시 관악구 봉천동 1584-5,서울특별시 관악구 쑥고개로 88
101,서울지방우정청,서울관악우체국,10002020,서울봉천역전우편취급국,,취급국,서울특별시 관악구 청룡동 930-42,서울특별시 관악구 남부순환로 1722
102,서울지방우정청,서울관악우체국,10001960,서울남현동우편취급국,,취급국,서울특별시 관악구 남현동 1065-33,서울특별시 관악구 남부순환로272길 38
103,서울지방우정청,서울마포우체국,10001600,서울마포우체국,총괄국,4급,서울특별시 마포구 도화동 572,서울특별시 마포구 마포대로 89
104,서울지방우정청,서울마포우체국,10001610,서울서교동우체국,,5급,서울특별시 마포구 서교동 394-43,서울특별시 마포구 양화로 62
105,서울지방우정청,서울마포우체국,10001630,서울서부지방법원우체국,,6급,서울특별시 마포구 공덕동 105-1,서울특별시 마포구 마포대로 174
106,서울지방우정청,서울마포우체국,10001620,서울창전동우체국,,6급,서울특별시 마포구 창전동 95-23,서울특별시 마포구 독막로 109
107,서울지방우정청,서울마포우체국,10001640,서울성산동우체국,,6급,서울특별시 마포구 성산동 108-3,서울특별시 마포구 월드컵북로 112
108,서울지방우정청,서울마포우체국,10001650,서울아현동우체국,,6급,서울특별시 마포구 아현동 330-3,서울특별시 마포구 신촌로 266
109,서울지방우정청,서울마포우체국,10001660,서울성산2동우체국,,6급,서울특별시 마포구 성산동 452,서울특별시 마포구 월드컵북로 227
110,서울지방우정청,서울마포우체국,10001770,서울상암디지털우체국,,6급,서울특별시 마포구 상암동 1685,서울특별시 마포구 상암산로1길 75
111,서울지방우정청,서울마포우체국,10001710,서울공덕2동우편취급국,,취급국,서울특별시 마포구 공덕동 119-43,서울특별시 마포구 마포대로14길 14-1
112,서울지방우정청,서울마포우체국,10001720,서울도화동우편취급국,,취급국,서울특별시 마포구 도화동 288-1,서울특별시 마포구 삼개로 24
113,서울지방우정청,서울마포우체국,10001760,서울용강동우편취급국,,취급국,서울특별시 마포구 용강동 115-23,서울특별시 마포구 토정로 277
114,서울지방우정청,서울마포우체국,10001740,서울대흥동우편취급국,,취급국,서울특별시 마포구 대흥동 198-1,서울특별시 마포구 백범로17길 3
115,서울지방우정청,서울마포우체국,10001750,서울노고산우편취급국,,취급국,서울특별시 마포구 노고산동 31-24,서울특별시 마포구 백범로1길 18
116,서울지방우정청,서울마포우체국,10001700,서울신수동우편취급국,,취급국,서울특별시 마포구 신수동 371-22,서울특별시 마포구 신수로 46
117,서울지방우정청,서울마포우체국,10001690,서울동교동우편취급국,,취급국,서울특별시 마포구 동교동 179-28,서울특별시 마포구 신촌로4길 3
118,서울지방우정청,서울마포우체국,10001730,서울성산유원우편취급국,,취급국,서울특별시 마포구 성산동 137-4,서울특별시 마포구 월드컵북로26길 17
119,서울지방우정청,서울마포우체국,10001680,서울상암동우편취급국,,취급국,서울특별시 마포구 상암동 115-1,서울특별시 마포구 월드컵북로 352
120,서울지방우정청,서울마포우체국,10001780,서강대학교우편취급국,,취급국,서울특별시 마포구 신수동 1-1,서울특별시 마포구 백범로 35
121,서울지방우정청,서울마포우체국,10008600,서울망원동우편취급국,,취급국,서울특별시 마포구 망원동 421-35 (망원빌딩) 1충,서울특별시 마포구 망원로 49
122,서울지방우정청,서울은평우체국,10006370,서울은평우체국,총괄국,3급,서울특별시 은평구 진관동 77,서울특별시 은평구 진관2로 29-8
123,서울지방우정청,서울은평우체국,10006380,서울수색우체국,,6급,서울특별시 은평구 수색동 101-7,서울특별시 은평구 수색로 248
124,서울지방우정청,서울은평우체국,10006390,서울대조동우체국,,6급,서울특별시 은평구 대조동 84-113,서울특별시 은평구 통일로71길 20
125,서울지방우정청,서울은평우체국,10006400,서울응암동우체국,,6급,서울특별시 은평구 응암3동 576-37,서울특별시 은평구 응암로 214
126,서울지방우정청,서울은평우체국,10006410,서울응암1동우체국,,6급,서울특별시 은평구 응암1동 89-1,서울특별시 은평구 은평로9길 13
127,서울지방우정청,서울은평우체국,10006420,서울갈현동우체국,,6급,서울특별시 은평구 갈현2동 489-5,서울특별시 은평구 서오릉로 190
128,서울지방우정청,서울은평우체국,10006430,서울연신내우체국,,6급,서울특별시 은평구 불광2동 123-1,서울특별시 은평구 연서로 306
129,서울지방우정청,서울은평우체국,10006440,서울역촌동우편취급국,,취급국,서울특별시 은평구 역촌동 50-55,서울특별시 은평구 갈현로 94
130,서울지방우정청,서울은평우체국,10006490,서울녹번동우편취급국,,취급국,서울특별시 은평구 녹번동 5,서울특별시 은평구 통일로 684
131,서울지방우정청,서울은평우체국,10006480,서울불광2동우편취급국,,취급국,서울특별시 은평구 불광2동 312-70,서울특별시 은평구 통일로80길 15
132,서울지방우정청,서울은평우체국,10006450,서울갈현1동우편취급국,,취급국,서울특별시 은평구 갈현1동 434-4,서울특별시 은평구 갈현로 277
133,서울지방우정청,서울은평우체국,10006460,서울신사미성우편취급국,,취급국,서울특별시 은평구 신사2동 358 ,서울특별시 은평구 은평터널로7길 2
134,서울지방우정청,서울영등포우체국,10002400,서울영등포우체국,총괄국,4급,서울특별시 영등포구 당산동4가 93-6,서울특별시 영등포구 선유동2로 6
135,서울지방우정청,서울영등포우체국,10002620,서울영등포동4가우체국,,5급,서울특별시 영등포구 영등포동4가 425-2,서울특별시 영등포구 경인로 841
136,서울지방우정청,서울영등포우체국,10008700,여의도우체국,,5급,서울특별시 영등포구 여의도동 35-1,서울특별시 영등포구 여의나루로 60
137,서울지방우정청,서울영등포우체국,10002500,서울여의도광장우체국,,6급,서울특별시 영등포구 여의도동 14-26 영산빌딩,서울특별시 영등포구 국회대로68길 7
138,서울지방우정청,서울영등포우체국,10002410,국회구내우체국,,6급,서울특별시 영등포구 여의도동 1 국회,서울특별시 영등포구 의사당대로 1
139,서울지방우정청,서울영등포우체국,10002430,서울양평동우체국,,6급,서울특별시 영등포구 양평동4가 153-31,서울특별시 영등포구 양평로 92
140,서울지방우정청,서울영등포우체국,10002420,서울신길동우체국,,6급,서울특별시 영등포구 신길동 638,서울특별시 영등포구 여의대방로 161
141,서울지방우정청,서울영등포우체국,10002440,서울대림동우체국,,6급,서울특별시 영등포구 대림동 990-45,서울특별시 영등포구 대림로 85
142,서울지방우정청,서울영등포우체국,10002480,서울신길5동우체국,,6급,서울특별시 영등포구 신길동 446-3,서울특별시 영등포구 신길로 65
143,서울지방우정청,서울영등포우체국,10002490,서울문래동우체국,,6급,서울특별시 영등포구 문래동2가 14-56,서울특별시 영등포구 도림로 429
144,서울지방우정청,서울영등포우체국,10008640,한국방송공사우편취급국,,취급국,서울특별시 영등포구 여의도동 18 한국방송공사,서울특별시 영등포구 여의공원로 13
145,서울지방우정청,서울영등포우체국,10002450,한화생명빌딩우체국,,6급,서울특별시 영등포구 여의도동 60 63한화생명빌딩,서울특별시 영등포구 63로 50
146,서울지방우정청,서울영등포우체국,10002590,서울여의대방로우편취급국,,취급국,서울특별시 영등포구 여의도동 44-35 제일빌딩208-209호,서울특별시 영등포구 여의대방로 379
147,서울지방우정청,서울영등포우체국,10002570,서울영등포3동우편취급국,,취급국,서울특별시 영등포구 영등포동5가 49-1 현대프라자 1층,서울특별시 영등포구 양산로 214
148,서울지방우정청,서울영등포우체국,10002510,서울당산2동우편취급국,,취급국,서울특별시 영등포구 당산동4가 32-52,서울특별시 영등포구 당산로 172-1
149,서울지방우정청,서울영등포우체국,10002540,서울영등포시범A우편취급국,,취급국,서울특별시 영등포구 당산동 121-17 양용빌딩,서울특별시 영등포구 버드나루로19길 3
150,서울지방우정청,서울영등포우체국,10002610,서울신길2동우편취급국,,취급국,서울특별시 영등포구 신길동 192-2,서울특별시 영등포구 도신로 195
151,서울지방우정청,서울영등포우체국,10002530,서울신길3동우편취급국,,취급국,서울특별시 영등포구 신길동 370-20,서울특별시 영등포구 가마산로51길 1
152,서울지방우정청,서울영등포우체국,10002520,서울신길7동우편취급국,,취급국,서울특별시 영등포구 신길동 1300 2층2호,서울특별시 영등포구 영등포로 422
153,서울지방우정청,서울영등포우체국,10002580,서울대림1동우편취급국,,취급국,서울특별시 영등포구 대림동 700-4,서울특별시 영등포구 대림로 146
154,서울지방우정청,서울영등포우체국,10002550,서울문래현대A우편취급국,,취급국,서울특별시 영등포구 문래동6가 45 ,서울특별시 영등포구 문래로4길 4
155,서울지방우정청,서울영등포우체국,10002560,서울양평1가우편취급국,,취급국,서울특별시 영등포구 양평동1가 209-4,서울특별시 영등포구 선유서로26길 24
156,서울지방우정청,서울영등포우체국,10002600,서울전경련우편취급국,,취급국,서울특별시 영등포구 여의도동 28-1 전국경제인연합회회관 지하1층,서울특별시 영등포구 여의대로 24
157,서울지방우정청,서울강남우체국,10002710,서울강남우체국,총괄국,4급,서울특별시 강남구 개포동 14-4 ,서울특별시 강남구 개포로 619
158,서울지방우정청,서울강남우체국,10003120,서울논현동우체국,,5급,서울특별시 강남구 논현2동 208-5,서울특별시 강남구 학동로 212
159,서울지방우정청,서울강남우체국,10002720,서울무역센터우체국,,5급,서울특별시 강남구 삼성1동 159번지 코엑스몰 지하1층,서울특별시 강남구 영동대로 511
160,서울지방우정청,서울강남우체국,10002770,서울역삼동우체국,,5급,서울특별시 강남구 역삼동 809-16 남영빌딩 3층,서울특별시 강남구 강남대로 458
161,서울지방우정청,서울강남우체국,10002780,서울역삼1동우체국,,5급,서울특별시 강남구 역삼1동 647-9번지 ,서울특별시 강남구 테헤란로 131
162,서울지방우정청,서울강남우체국,10002810,서울상록회관우체국,,6급,서울특별시 강남구 역삼1동 701 공무원연금관리공단 1층,서울특별시 강남구 언주로 508
163,서울지방우정청,서울강남우체국,10002800,서울개포1동우체국,,6급,서울특별시 강남구 개포1동 167-11,서울특별시 강남구 선릉로 36
164,서울지방우정청,서울강남우체국,10002730,서울역삼2동우체국,,6급,서울특별시 강남구 역삼2동 732-24 삼우빌딩 1층,서울특별시 강남구 역삼로 239
165,서울지방우정청,서울강남우체국,10002790,서울삼성동우체국,,6급,서울특별시 강남구 삼성동 112-22,서울특별시 강남구 선릉로 572
166,서울지방우정청,서울강남우체국,10002750,서울은마아파트우체국,,6급,서울특별시 강남구 대치2동 316,서울특별시 강남구 삼성로 212
167,서울지방우정청,서울강남우체국,10002740,서울현대아파트우체국,,6급,서울특별시 강남구 압구정동 369,서울특별시 강남구 압구정로29길 71
168,서울지방우정청,서울강남우체국,10002820,서울일원동우체국,,6급,서울특별시 강남구 일원동 712-1,서울특별시 강남구 양재대로55길 20
169,서울지방우정청,서울강남우체국,10002830,서울일원본동우체국,,6급,서울특별시 강남구 일원본동 735-4,서울특별시 강남구 광평로20길 8
170,서울지방우정청,서울강남우체국,10002840,서울수서동우체국,,6급,서울특별시 강남구 수서동 718-3,서울특별시 강남구 광평로 303
171,서울지방우정청,서울강남우체국,10002900,서울영동시장우편취급국,,취급국,"서울특별시 강남구 논현동 141-17, 2층",서울특별시 강남구 학동로4길 8
172,서울지방우정청,서울강남우체국,10003070,서울논현거평우편취급국,,취급국,서울특별시 강남구 논현1동 203-1 지하1층,서울특별시 강남구 봉은사로 129
173,서울지방우정청,서울강남우체국,10003030,서울논현2동우편취급국,,취급국,서울특별시 강남구 논현동 96-5,서울특별시 강남구 언주로148길 31-1
174,서울지방우정청,서울강남우체국,10002980,서울역삼한라우편취급국,,취급국,서울특별시 강남구 역삼동 667-4,서울특별시 강남구 봉은사로30길 42
175,서울지방우정청,서울강남우체국,10002950,서울역삼성보우편취급국,,취급국,서울특별시 강남구 역삼동 696-40 삼능빌딩 2층,서울특별시 강남구 선릉로 519
176,서울지방우정청,서울강남우체국,10003020,서울역삼우성우편취급국,,취급국,서울특별시 강남구 역삼동 826-37,서울특별시 강남구 테헤란로4길 46
177,서울지방우정청,서울강남우체국,10002990,서울삼성1동우편취급국,,취급국,서울특별시 강남구 삼성동 166-8 새서울상가 203호,서울특별시 강남구 영동대로96길 37
178,서울지방우정청,서울강남우체국,10003000,서울삼성2동우편취급국,,취급국,서울특별시 강남구 삼성2동 120-1,서울특별시 강남구 삼성로107길 5
179,서울지방우정청,서울강남우체국,10002870,서울AID우편취급국,,취급국,서울특별시 강남구 삼성2동 21,서울특별시 강남구 삼성로 635
180,서울지방우정청,서울강남우체국,10002860,서울해청아파트우편취급국,,취급국,서울특별시 강남구 삼성동 9-21,서울특별시 강남구 선릉로 646
181,서울지방우정청,서울강남우체국,10002850,서울청담우편취급국,,취급국,서울특별시 강남구 청담동 134-20 삼익상가 3층,서울특별시 강남구 학동로101길 26
182,서울지방우정청,서울강남우체국,10003010,서울청담청하우편취급국,,취급국,서울특별시 강남구 청담동 120-3 대신빌딩 207호,서울특별시 강남구 도산대로 507
183,서울지방우정청,서울강남우체국,10002880,서울미성우편취급국,,취급국,서울특별시 강남구 신사동 549-1 타워상가 110호,서울특별시 강남구 압구정로 134
184,서울지방우정청,서울강남우체국,10002890,서울압구정우편취급국,,취급국,서울특별시 강남구 신사동 660-7 동도상가 2층,서울특별시 강남구 압구정로 332
185,서울지방우정청,서울강남우체국,10002960,서울신사현대우편취급국,,취급국,서울특별시 강남구 신사동 502-12 영일빌딩 206호,서울특별시 강남구 강남대로 620
